soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC-2digit,SOC Title
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1145,"Analyze price proposals, financial reports, and other data and information to determine reasonable prices.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1151,"Maintain and review computerized or manual records of items purchased, costs, deliveries, product performance, and inventories.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1157,"Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1159,Formulate policies and procedures for bid proposals and procurement of goods and services.,Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1150,Evaluate and monitor contract performance to ensure compliance with contractual obligations and to determine need for changes.,Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1148,Monitor shipments to ensure that goods come in on time and resolve problems related to undelivered goods.,Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1156,"Hire, train, or supervise purchasing clerks, buyers, and expediters.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1152,"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1158,"Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1149,"Confer with staff, users, and vendors to discuss defective or unacceptable goods or services and determine corrective action.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1153,Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1154,"Interview vendors and visit suppliers' plants and distribution centers to examine and learn about products, services, and prices.",Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1155,Arrange the payment of duty and freight charges.,Core,21.0,07/2011,Occupational Expert,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5272,"Investigate, evaluate, and settle claims, applying technical knowledge and human relations skills to effect fair and prompt disposal of cases and to contribute to a reduced loss ratio.",Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5274,Adjust reserves or provide reserve recommendations to ensure that reserve activities are consistent with corporate policies.,Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5276,"Resolve complex, severe exposure claims, using high service oriented file handling.",Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5273,Pay and process claims within designated authority level.,Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5279,"Examine claims investigated by insurance adjusters, further investigating questionable claims to determine whether to authorize payments.",Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5278,Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.,Core,63.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5275,"Enter claim payments, reserves and new claims on computer system, inputting concise yet sufficient file documentation.",Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5282,Confer with legal counsel on claims requiring litigation.,Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5281,"Contact or interview claimants, doctors, medical specialists, or employers to get additional information.",Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5277,"Maintain claim files, such as records of settled claims and an inventory of claims requiring detailed analysis.",Core,62.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.01,"Claims Examiners, Property and Casualty Insurance",5280,Present cases and participate in their discussion at claim committee meetings.,Core,64.0,06/2010,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1163,Examine claims forms and other records to determine insurance coverage.,Core,99.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",18465,Investigate and assess damage to property and create or review property damage estimates.,Core,98.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",18466,"Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.",Core,99.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",18467,"Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.",Core,99.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1165,Negotiate claim settlements and recommend litigation when settlement cannot be negotiated.,Core,98.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1164,Analyze information gathered by investigation and report findings and recommendations.,Core,98.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1168,Interview or correspond with agents and claimants to correct errors or omissions and to investigate questionable claims.,Core,97.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1166,Prepare report of findings of investigation.,Core,99.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1169,Refer questionable claims to investigator or claims adjuster for investigation or settlement.,Core,99.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1167,Collect evidence to support contested claims in court.,Core,98.0,06/2009,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7246,"Estimate parts and labor to repair damage, using standard automotive labor and parts cost manuals and knowledge of automotive repair.",Core,112.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7247,Review repair cost estimates with automobile repair shop to secure agreement on cost of repairs.,Core,111.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7248,"Examine damaged vehicle to determine extent of structural, body, mechanical, electrical, or interior damage.",Core,112.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7249,Evaluate practicality of repair as opposed to payment of market value of vehicle before accident.,Core,112.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7250,Determine salvage value on total-loss vehicle.,Core,112.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7251,Prepare insurance forms to indicate repair cost estimates and recommendations.,Core,111.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1032.00,"Insurance Appraisers, Auto Damage",7252,Arrange to have damage appraised by another appraiser to resolve disagreement with shop on repair cost.,Core,112.0,12/2005,Incumbent,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10830,"Examine permits, licenses, applications, and records to ensure compliance with licensing requirements.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10833,"Prepare written, oral, tabular, and graphic reports summarizing requirements and regulations, including enforcement and chain of custody documentation.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10829,"Determine the nature of code violations and actions to be taken, and issue written notices of violation; participate in enforcement hearings as necessary.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10831,"Prepare, organize, and maintain inspection records.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10839,"Verify that hazardous chemicals are handled, stored, and disposed of in accordance with regulations.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10832,Interview individuals to determine the nature of suspected violations and to obtain evidence of violations.,Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10840,Research and keep informed of pertinent information and developments in areas such as EPA laws and regulations.,Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10843,"Learn and observe proper safety precautions, rules, regulations, and practices so that unsafe conditions can be recognized and proper safety protocols implemented.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10834,"Monitor follow-up actions in cases where violations were found, and review compliance monitoring reports.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10836,"Inspect waste pretreatment, treatment, and disposal facilities and systems for conformance to federal, state, or local regulations.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10835,"Investigate complaints and suspected violations regarding illegal dumping, pollution, pesticides, product quality, or labeling laws.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10844,Evaluate label information for accuracy and conformance to regulatory requirements.,Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10838,"Determine sampling locations and methods, and collect water or wastewater samples for analysis, preserving samples with appropriate containers and preservation methods.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10837,"Inform individuals and groups of pollution control regulations and inspection findings, and explain how problems can be corrected.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10848,"Review and evaluate applications for registration of products containing dangerous materials, or for pollution control discharge permits.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10842,"Observe and record field conditions, gathering, interpreting, and reporting data such as flow meter readings and chemical levels.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10841,"Determine which sites and violation reports to investigate, and coordinate compliance and enforcement activities with other government agencies.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10845,"Inform health professionals, property owners, and the public about harmful properties and related problems of water pollution and contaminated wastewater.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.01,Environmental Compliance Inspectors,10850,"Participate in the development of spill prevention programs and hazardous waste rules and regulations, and recommend corrective actions for hazardous waste problems.",Core,21.0,07/2014,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.02,Licensing Examiners and Inspectors,10859,Warn violators of infractions or penalties.,Core,76.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.02,Licensing Examiners and Inspectors,10855,"Evaluate applications, records, or documents to gather information about eligibility or liability issues.",Core,78.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.02,Licensing Examiners and Inspectors,10858,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",Core,78.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.02,Licensing Examiners and Inspectors,10860,"Prepare reports of activities, evaluations, recommendations, or decisions.",Core,77.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.02,Licensing Examiners and Inspectors,10863,Report law or regulation violations to appropriate boards or agencies.,Core,78.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.02,Licensing Examiners and Inspectors,10862,"Confer with or interview officials, technical or professional specialists, or applicants to obtain information or to clarify facts relevant to licensing decisions.",Core,77.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,10865,Investigate employment practices or alleged violations of laws to document and correct discriminatory factors.,Core,107.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,20719,Prepare reports related to investigations of equal opportunity complaints.,Core,106.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,20720,Interview persons involved in equal opportunity complaints to verify case information.,Core,108.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,10867,Study equal opportunity complaints to clarify issues.,Core,107.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,10866,Interpret civil rights laws and equal opportunity regulations for individuals or employers.,Core,109.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,20721,Meet with persons involved in equal opportunity complaints to arbitrate and settle disputes.,Core,107.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,20722,Develop guidelines for nondiscriminatory employment practices.,Core,107.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,20723,Monitor the implementation and impact of guidelines for nondiscriminatory employment practices.,Core,106.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,10869,"Coordinate, monitor, or revise complaint procedures to ensure timely processing and review of complaints.",Core,105.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,10875,"Provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",Core,104.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.03,Equal Opportunity Representatives and Officers,10871,Conduct surveys and evaluate findings to determine if systematic discrimination exists.,Core,108.0,07/2015,Incumbent,13,Business and Financial Operations Occupations
13-1041.04,Government Property Inspectors and Investigators,12890,"Prepare correspondence, reports of inspections or investigations or recommendations for action.",Core,74.0,06/2007,Incumbent,13,Business and Financial Operations Occupations
13-1041.04,Government Property Inspectors and Investigators,12891,"Examine records, reports, or other documents to establish facts or detect discrepancies.",Core,75.0,06/2007,Incumbent,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8912,"Perform medicolegal examinations and autopsies, conducting preliminary examinations of the body to identify victims, locate signs of trauma, and identify factors that would indicate time of death.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8913,"Inquire into the cause, manner, and circumstances of human deaths and establish the identities of deceased persons.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8915,"Complete death certificates, including the assignment of cause and manner of death.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8916,Observe and record the positions and conditions of bodies and related evidence.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8918,"Observe, record, and preserve any objects or personal property related to deaths, including objects such as medication containers and suicide notes.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8921,Interview persons present at death scenes to obtain information useful in determining the manner of death.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8928,Arrange for the next of kin to be notified of deaths.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8919,Complete reports and forms required to finalize cases.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8917,Collect and document any pertinent medical history information.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,20181,"Direct activities of workers conducting autopsies, performing pathological and toxicological analyses, and preparing documents for permanent records.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8925,Confer with officials of public health and law enforcement agencies to coordinate interdepartmental activities.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8923,Provide information concerning the circumstances of death to relatives of the deceased.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8924,"Locate and document information regarding the next of kin, including their relationship to the deceased and the status of notification attempts.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8926,"Inventory personal effects recovered from bodies, such as jewelry or wallets.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8927,Coordinate the release of personal effects to authorized persons and facilitate the disposition of unclaimed corpses and personal effects.,Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8920,"Remove or supervise removal of bodies from death scenes, using the proper equipment and supplies, and arrange for transportation to morgues.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8922,"Testify at inquests, hearings, and court trials.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.06,Coroners,8930,"Collect wills, burial instructions, and other documentation needed for investigations and for handling of the remains.",Core,31.0,07/2012,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18048,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18050,"Provide technical review of data or reports that will be incorporated into regulatory submissions to assure scientific rigor, accuracy, and clarity of presentation.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18051,"Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18058,"Maintain current knowledge base of existing and emerging regulations, standards, or guidance documents.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18049,Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18055,Determine the types of regulatory submissions or internal documentation that are required in situations such as proposed device changes or labeling changes.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18052,"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18062,Prepare or maintain technical files as necessary to obtain and sustain product approval.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18054,Coordinate efforts associated with the preparation of regulatory documents or submissions.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18061,Prepare or direct the preparation of additional information or responses as requested by regulatory agencies.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18047,Analyze product complaints and make recommendations regarding their reportability.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18046,Escort government inspectors during inspections and provide post-inspection follow-up information as requested.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18045,"Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.",Core,32.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18057,"Identify relevant guidance documents, international standards, or consensus standards and provide interpretive assistance.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18065,Review clinical protocols to ensure collection of data needed for regulatory submissions.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18053,Compile and maintain regulatory documentation databases or systems.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18063,Recommend changes to company procedures in response to changes in regulations or standards.,Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
13-1041.07,Regulatory Affairs Specialists,18059,"Obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.",Core,33.0,06/2009,Occupational Expert,13,Business and Financial Operations Occupations
